term,tf,df,idf
round,17,12,5.67999218887547
polar,17,12,5.67999218887547
propellers,17,12,5.67999218887547
donnell's,17,12,5.67999218887547
molecules,17,12,5.67999218887547
nonuniform,17,12,5.67999218887547
crocco,17,12,5.67999218887547
laws,17,12,5.67999218887547
undisturbed,16,12,5.67999218887547
losses,16,12,5.67999218887547
effectiveness,16,12,5.67999218887547
favorable,16,12,5.67999218887547
controlled,16,12,5.67999218887547
table,15,12,5.67999218887547
85,15,12,5.67999218887547
80,14,12,5.67999218887547
wedges,14,12,5.67999218887547
streamlines,14,12,5.67999218887547
satisfies,14,12,5.67999218887547
satellites,14,12,5.67999218887547
partially,14,12,5.67999218887547
mixed,14,12,5.67999218887547
exponential,14,12,5.67999218887547
reducing,13,12,5.67999218887547
16,13,12,5.67999218887547
whether,13,12,5.67999218887547
semiempirical,13,12,5.67999218887547
derive,13,12,5.67999218887547
representation,13,12,5.67999218887547
entirely,13,12,5.67999218887547
highest,13,12,5.67999218887547
appeared,13,12,5.67999218887547
involve,13,12,5.67999218887547
like,13,12,5.67999218887547
amounts,13,12,5.67999218887547
once,13,12,5.67999218887547
75,13,12,5.67999218887547
onset,13,12,5.67999218887547
18,13,12,5.67999218887547
references,13,12,5.67999218887547
literature,13,12,5.67999218887547
shaped,13,12,5.67999218887547
oxygen,13,12,5.67999218887547
toward,13,12,5.67999218887547
estimation,13,12,5.67999218887547
intended,12,12,5.67999218887547
fraction,12,12,5.67999218887547
clearly,12,12,5.67999218887547
principles,12,12,5.67999218887547
contained,12,12,5.67999218887547
owing,12,12,5.67999218887547
considering,12,12,5.67999218887547
former,12,12,5.67999218887547
currently,12,12,5.67999218887547
verified,12,12,5.67999218887547
compare,12,12,5.67999218887547
sets,12,12,5.67999218887547
facility,12,12,5.67999218887547
inverse,12,12,5.67999218887547
makes,12,12,5.67999218887547
composed,12,12,5.67999218887547
radii,12,12,5.67999218887547
comparing,12,12,5.67999218887547
sense,12,12,5.67999218887547
summarized,12,12,5.67999218887547
simulate,12,12,5.67999218887547
geometric,12,12,5.67999218887547
describing,12,12,5.67999218887547
reach,12,12,5.67999218887547
complicated,12,12,5.67999218887547
taper,12,12,5.67999218887547
acoustic,30,11,5.760034896549007
piston,29,11,5.760034896549007
gust,24,11,5.760034896549007
slab,21,11,5.760034896549007
contact,20,11,5.760034896549007
flexural,20,11,5.760034896549007
ogive,20,11,5.760034896549007
orbits,20,11,5.760034896549007
contour,19,11,5.760034896549007
isotropic,18,11,5.760034896549007
finding,18,11,5.760034896549007
annular,17,11,5.760034896549007
concentration,17,11,5.760034896549007
inclined,17,11,5.760034896549007
shearing,17,11,5.760034896549007
circulation,17,11,5.760034896549007
capacity,16,11,5.760034896549007
vector,16,11,5.760034896549007
atmospheres,15,11,5.760034896549007
spread,15,11,5.760034896549007
linearization,15,11,5.760034896549007
180,15,11,5.760034896549007
tapered,15,11,5.760034896549007
correlations,15,11,5.760034896549007
dynamics,14,11,5.760034896549007
formation,14,11,5.760034896549007
van,14,11,5.760034896549007
hyperbolic,14,11,5.760034896549007
rule,14,11,5.760034896549007
lighthill,14,11,5.760034896549007
continuum,13,11,5.760034896549007
absolute,13,11,5.760034896549007
computers,13,11,5.760034896549007
observation,13,11,5.760034896549007
stations,13,11,5.760034896549007
situation,13,11,5.760034896549007
quantity,13,11,5.760034896549007
centre,13,11,5.760034896549007
calibration,13,11,5.760034896549007
26,12,11,5.760034896549007
deviation,12,11,5.760034896549007
300,12,11,5.760034896549007
exactly,12,11,5.760034896549007
algebraic,12,11,5.760034896549007
incidences,12,11,5.760034896549007
others,12,11,5.760034896549007
donnell,12,11,5.760034896549007
surrounding,12,11,5.760034896549007
aeronautical,12,11,5.760034896549007
excited,12,11,5.760034896549007
relationships,12,11,5.760034896549007
central,12,11,5.760034896549007
hydrodynamic,12,11,5.760034896549007
simulated,12,11,5.760034896549007
integrations,12,11,5.760034896549007
expanding,12,11,5.760034896549007
treatments,11,11,5.760034896549007
sensitive,11,11,5.760034896549007
simplicity,11,11,5.760034896549007
otherwise,11,11,5.760034896549007
wider,11,11,5.760034896549007
define,11,11,5.760034896549007
framework,11,11,5.760034896549007
equipment,11,11,5.760034896549007
possibly,11,11,5.760034896549007
property,11,11,5.760034896549007
introducing,11,11,5.760034896549007
analysed,11,11,5.760034896549007
ii,11,11,5.760034896549007
immediate,11,11,5.760034896549007
idea,11,11,5.760034896549007
multiple,11,11,5.760034896549007
experienced,11,11,5.760034896549007
until,11,11,5.760034896549007
say,11,11,5.760034896549007
emphasized,11,11,5.760034896549007
predicts,11,11,5.760034896549007
satisfied,11,11,5.760034896549007
question,11,11,5.760034896549007
ones,11,11,5.760034896549007
later,11,11,5.760034896549007
satisfactorily,11,11,5.760034896549007
km,24,10,5.847046273538637
matrix,23,10,5.847046273538637
particles,22,10,5.847046273538637
perigee,22,10,5.847046273538637
tilt,20,10,5.847046273538637
sweepback,20,10,5.847046273538637
shroud,18,10,5.847046273538637
feet,18,10,5.847046273538637
duct,18,10,5.847046273538637
orbit,18,10,5.847046273538637
rotor,17,10,5.847046273538637
couette,17,10,5.847046273538637
action,16,10,5.847046273538637
afterbodies,16,10,5.847046273538637
inelastic,16,10,5.847046273538637
band,16,10,5.847046273538637
freestream,16,10,5.847046273538637
roll,15,10,5.847046273538637
conservative,14,10,5.847046273538637
strains,14,10,5.847046273538637
automatic,14,10,5.847046273538637
movement,14,10,5.847046273538637
sublayer,14,10,5.847046273538637
cambered,14,10,5.847046273538637
turning,13,10,5.847046273538637
bluff,13,10,5.847046273538637
corresponds,13,10,5.847046273538637
centrifugal,13,10,5.847046273538637
exposed,13,10,5.847046273538637
earth's,13,10,5.847046273538637
densities,12,10,5.847046273538637
developments,12,10,5.847046273538637
contributions,12,10,5.847046273538637
planes,12,10,5.847046273538637
seen,12,10,5.847046273538637
pertinent,12,10,5.847046273538637
harmonic,12,10,5.847046273538637
greatest,12,10,5.847046273538637
author's,12,10,5.847046273538637
artificial,12,10,5.847046273538637
affecting,12,10,5.847046273538637
neglecting,12,10,5.847046273538637
national,11,10,5.847046273538637
simplification,11,10,5.847046273538637
face,11,10,5.847046273538637
axes,11,10,5.847046273538637
unified,11,10,5.847046273538637
maintain,11,10,5.847046273538637
reductions,11,10,5.847046273538637
establish,11,10,5.847046273538637
changed,11,10,5.847046273538637
conservation,11,10,5.847046273538637
possibilities,11,10,5.847046273538637
generation,11,10,5.847046273538637
alternative,11,10,5.847046273538637
separates,11,10,5.847046273538637
discrepancy,11,10,5.847046273538637
presentation,10,10,5.847046273538637
explicitly,10,10,5.847046273538637
maintained,10,10,5.847046273538637
stated,10,10,5.847046273538637
numerous,10,10,5.847046273538637
exceeds,10,10,5.847046273538637
avoided,10,10,5.847046273538637
arbitrarily,10,10,5.847046273538637
demonstrate,10,10,5.847046273538637
elementary,10,10,5.847046273538637
dealing,10,10,5.847046273538637
treating,10,10,5.847046273538637
allow,10,10,5.847046273538637
actually,10,10,5.847046273538637
see,10,10,5.847046273538637
existed,10,10,5.847046273538637
away,10,10,5.847046273538637
explain,10,10,5.847046273538637
true,10,10,5.847046273538637
requiring,10,10,5.847046273538637
marked,10,10,5.847046273538637
histories,10,10,5.847046273538637
worked,10,10,5.847046273538637
convenient,10,10,5.847046273538637
consequently,10,10,5.847046273538637
graphically,10,10,5.847046273538637
utilized,10,10,5.847046273538637
flaps,26,9,5.942356453342962
similitude,22,9,5.942356453342962
membrane,20,9,5.942356453342962
depth,19,9,5.942356453342962
corner,17,9,5.942356453342962
extreme,17,9,5.942356453342962
composite,17,9,5.942356453342962
cascade,17,9,5.942356453342962
sideslip,16,9,5.942356453342962
mechanical,16,9,5.942356453342962
reentry,16,9,5.942356453342962
oseen,16,9,5.942356453342962
collapse,15,9,5.942356453342962
hydrogen,15,9,5.942356453342962
65,14,9,5.942356453342962
iteration,14,9,5.942356453342962
hovering,14,9,5.942356453342962
dissociating,14,9,5.942356453342962
planforms,14,9,5.942356453342962
foreign,14,9,5.942356453342962
argon,14,9,5.942356453342962
beams,13,9,5.942356453342962
discontinuous,13,9,5.942356453342962
lowest,13,9,5.942356453342962
rigidity,13,9,5.942356453342962
lees,13,9,5.942356453342962
reversal,13,9,5.942356453342962
governed,12,9,5.942356453342962
middle,12,9,5.942356453342962
shall,12,9,5.942356453342962
generalised,12,9,5.942356453342962
70,12,9,5.942356453342962
noses,12,9,5.942356453342962
rarefied,12,9,5.942356453342962
duration,12,9,5.942356453342962
interface,12,9,5.942356453342962
steps,12,9,5.942356453342962
radiative,12,9,5.942356453342962
trajectory,11,9,5.942356453342962
consisted,11,9,5.942356453342962
metal,11,9,5.942356453342962
discontinuity,11,9,5.942356453342962
apex,11,9,5.942356453342962
portions,11,9,5.942356453342962
enables,11,9,5.942356453342962
fluctuating,11,9,5.942356453342962
simulation,11,9,5.942356453342962
ionization,11,9,5.942356453342962
nonviscous,11,9,5.942356453342962
imperfect,10,9,5.942356453342962
elasticity,10,9,5.942356453342962
rigorous,10,9,5.942356453342962
determines,10,9,5.942356453342962
obtainable,10,9,5.942356453342962
every,10,9,5.942356453342962
17,10,9,5.942356453342962
isolated,10,9,5.942356453342962
electronic,10,9,5.942356453342962
able,10,9,5.942356453342962
plasticity,10,9,5.942356453342962
traveling,10,9,5.942356453342962
absence,10,9,5.942356453342962
400,10,9,5.942356453342962
paths,10,9,5.942356453342962
chapman,10,9,5.942356453342962
successfully,10,9,5.942356453342962
buffeting,10,9,5.942356453342962
properly,10,9,5.942356453342962
satisfying,10,9,5.942356453342962
trajectories,10,9,5.942356453342962
geometrical,10,9,5.942356453342962
contribution,10,9,5.942356453342962
excitation,10,9,5.942356453342962
flexibility,10,9,5.942356453342962
investigating,10,9,5.942356453342962
junction,10,9,5.942356453342962
supporting,9,9,5.942356453342962
exhibited,9,9,5.942356453342962
24,9,9,5.942356453342962
permit,9,9,5.942356453342962
regarded,9,9,5.942356453342962
slow,9,9,5.942356453342962
sometimes,9,9,5.942356453342962
contrast,9,9,5.942356453342962
containing,9,9,5.942356453342962
permitted,9,9,5.942356453342962
infinitesimal,9,9,5.942356453342962
causes,9,9,5.942356453342962
magnitudes,9,9,5.942356453342962
evaluate,9,9,5.942356453342962
covering,9,9,5.942356453342962
nusselt,9,9,5.942356453342962
mechanics,9,9,5.942356453342962
net,9,9,5.942356453342962
towards,9,9,5.942356453342962
moreover,9,9,5.942356453342962
improve,9,9,5.942356453342962
thereby,9,9,5.942356453342962
again,9,9,5.942356453342962
lack,9,9,5.942356453342962
led,9,9,5.942356453342962
successful,9,9,5.942356453342962
produces,9,9,5.942356453342962
assume,9,9,5.942356453342962
devoted,9,9,5.942356453342962
differs,9,9,5.942356453342962
eliminated,9,9,5.942356453342962
intervals,9,9,5.942356453342962
airstream,9,9,5.942356453342962
kinematic,9,9,5.942356453342962
exceed,9,9,5.942356453342962
studying,9,9,5.942356453342962
instead,9,9,5.942356453342962
equally,9,9,5.942356453342962
suggests,9,9,5.942356453342962
arises,9,9,5.942356453342962
cruciform,25,8,6.0477169690007875
aileron,25,8,6.0477169690007875
transitional,23,8,6.0477169690007875
forebody,20,8,6.0477169690007875
stages,20,8,6.0477169690007875
channels,18,8,6.0477169690007875
damage,17,8,6.0477169690007875
stiffener,17,8,6.0477169690007875
slotted,15,8,6.0477169690007875
oil,15,8,6.0477169690007875
facing,14,8,6.0477169690007875
theorem,13,8,6.0477169690007875
discrete,13,8,6.0477169690007875
vibrational,13,8,6.0477169690007875
particle,13,8,6.0477169690007875
coupling,13,8,6.0477169690007875
blockage,13,8,6.0477169690007875
hypothesis,12,8,6.0477169690007875
right,12,8,6.0477169690007875
run,12,8,6.0477169690007875
restraint,12,8,6.0477169690007875
prevent,12,8,6.0477169690007875
plasma,12,8,6.0477169690007875
semivertex,11,8,6.0477169690007875
tension,11,8,6.0477169690007875
papers,11,8,6.0477169690007875
states,11,8,6.0477169690007875
thermodynamics,11,8,6.0477169690007875
crossflow,11,8,6.0477169690007875
hypervelocity,11,8,6.0477169690007875
singularities,11,8,6.0477169690007875
ionized,11,8,6.0477169690007875
blowing,11,8,6.0477169690007875
electron,11,8,6.0477169690007875
matching,11,8,6.0477169690007875
equivalence,11,8,6.0477169690007875
turbojet,11,8,6.0477169690007875
unyawed,10,8,6.0477169690007875
atom,10,8,6.0477169690007875
imperfection,10,8,6.0477169690007875
steel,10,8,6.0477169690007875
derivative,10,8,6.0477169690007875
roughly,10,8,6.0477169690007875
fig,10,8,6.0477169690007875
vanishing,10,8,6.0477169690007875
constraint,10,8,6.0477169690007875
consist,10,8,6.0477169690007875
86,10,8,6.0477169690007875
proximity,10,8,6.0477169690007875
windward,10,8,6.0477169690007875
graphs,10,8,6.0477169690007875
beginning,10,8,6.0477169690007875
moves,10,8,6.0477169690007875
gross,10,8,6.0477169690007875
falkner,10,8,6.0477169690007875
rae,10,8,6.0477169690007875
spaced,10,8,6.0477169690007875
idealized,10,8,6.0477169690007875
minimize,9,8,6.0477169690007875
exploratory,9,8,6.0477169690007875
proper,9,8,6.0477169690007875
advantages,9,8,6.0477169690007875
instantaneous,9,8,6.0477169690007875
carrying,9,8,6.0477169690007875
top,9,8,6.0477169690007875
discuss,9,8,6.0477169690007875
chemically,9,8,6.0477169690007875
input,9,8,6.0477169690007875
cycle,9,8,6.0477169690007875
relevant,9,8,6.0477169690007875
exceeded,9,8,6.0477169690007875
individual,9,8,6.0477169690007875
accomplished,9,8,6.0477169690007875
partly,9,8,6.0477169690007875
longer,9,8,6.0477169690007875
stabilizing,9,8,6.0477169690007875
developing,9,8,6.0477169690007875
stand,9,8,6.0477169690007875
05,9,8,6.0477169690007875
mixtures,9,8,6.0477169690007875
unique,9,8,6.0477169690007875
defining,9,8,6.0477169690007875
serious,9,8,6.0477169690007875
unstable,9,8,6.0477169690007875
tsien,9,8,6.0477169690007875
instance,9,8,6.0477169690007875
referred,9,8,6.0477169690007875
remaining,8,8,6.0477169690007875
ways,8,8,6.0477169690007875
failures,8,8,6.0477169690007875
likely,8,8,6.0477169690007875
segment,8,8,6.0477169690007875
destabilizing,8,8,6.0477169690007875
examination,8,8,6.0477169690007875
hemispherical,8,8,6.0477169690007875
hold,8,8,6.0477169690007875
affect,8,8,6.0477169690007875
ibm,8,8,6.0477169690007875
fast,8,8,6.0477169690007875
acceptable,8,8,6.0477169690007875
purely,8,8,6.0477169690007875
prior,8,8,6.0477169690007875
connected,8,8,6.0477169690007875
correspond,8,8,6.0477169690007875
keep,8,8,6.0477169690007875
compute,8,8,6.0477169690007875
writer,8,8,6.0477169690007875
ordinates,8,8,6.0477169690007875
checked,8,8,6.0477169690007875
reliable,8,8,6.0477169690007875
proved,8,8,6.0477169690007875
inadequate,8,8,6.0477169690007875
put,8,8,6.0477169690007875
00,8,8,6.0477169690007875
examine,8,8,6.0477169690007875
feasible,8,8,6.0477169690007875
accordingly,8,8,6.0477169690007875
frequently,8,8,6.0477169690007875
figure,8,8,6.0477169690007875
illustrating,8,8,6.0477169690007875
graphical,8,8,6.0477169690007875
recorded,8,8,6.0477169690007875
added,8,8,6.0477169690007875
institute,8,8,6.0477169690007875
providing,8,8,6.0477169690007875
analyzing,8,8,6.0477169690007875
transform,8,8,6.0477169690007875
whereby,8,8,6.0477169690007875
absorbed,8,8,6.0477169690007875
progress,8,8,6.0477169690007875
55,8,8,6.0477169690007875
experience,8,8,6.0477169690007875
homogeneous,8,8,6.0477169690007875
favorably,8,8,6.0477169690007875
subsequently,8,8,6.0477169690007875
transferred,8,8,6.0477169690007875
devised,8,8,6.0477169690007875
fall,8,8,6.0477169690007875
desired,8,8,6.0477169690007875
suggestion,8,8,6.0477169690007875
verification,8,8,6.0477169690007875
nasa,8,8,6.0477169690007875
mathematically,8,8,6.0477169690007875
glauert,8,8,6.0477169690007875
expanded,8,8,6.0477169690007875
tend,8,8,6.0477169690007875
supposed,8,8,6.0477169690007875
continuity,8,8,6.0477169690007875
covers,8,8,6.0477169690007875
replacing,8,8,6.0477169690007875
originally,8,8,6.0477169690007875
tentative,8,8,6.0477169690007875
impeller,17,7,6.165500004657171
teflon,14,7,6.165500004657171
200,14,7,6.165500004657171
million,14,7,6.165500004657171
planetary,14,7,6.165500004657171
twist,13,7,6.165500004657171
charged,13,7,6.165500004657171
eddy,13,7,6.165500004657171
frictional,13,7,6.165500004657171
polynomial,12,7,6.165500004657171
production,12,7,6.165500004657171
landing,12,7,6.165500004657171
ends,12,7,6.165500004657171
reciprocal,12,7,6.165500004657171
hub,12,7,6.165500004657171
deg,12,7,6.165500004657171
yawing,11,7,6.165500004657171
lb,11,7,6.165500004657171
blunting,11,7,6.165500004657171
specimen,11,7,6.165500004657171
convex,11,7,6.165500004657171
programme,11,7,6.165500004657171
running,11,7,6.165500004657171
airplanes,11,7,6.165500004657171
statically,10,7,6.165500004657171
truncated,10,7,6.165500004657171
species,10,7,6.165500004657171
tangential,10,7,6.165500004657171
pair,10,7,6.165500004657171
arrangement,10,7,6.165500004657171
fuel,10,7,6.165500004657171
concave,10,7,6.165500004657171
postbuckling,10,7,6.165500004657171
gasdynamic,10,7,6.165500004657171
spectra,10,7,6.165500004657171
environment,10,7,6.165500004657171
binary,10,7,6.165500004657171
jump,10,7,6.165500004657171
passage,10,7,6.165500004657171
realized,10,7,6.165500004657171
optical,10,7,6.165500004657171
rearward,10,7,6.165500004657171
notes,10,7,6.165500004657171
aft,10,7,6.165500004657171
members,9,7,6.165500004657171
heights,9,7,6.165500004657171
rotationally,9,7,6.165500004657171
multi,9,7,6.165500004657171
ordinate,9,7,6.165500004657171
distinct,9,7,6.165500004657171
advances,9,7,6.165500004657171
dead,9,7,6.165500004657171
active,9,7,6.165500004657171
76,9,7,6.165500004657171
periodic,9,7,6.165500004657171
poor,9,7,6.165500004657171
locally,9,7,6.165500004657171
arise,9,7,6.165500004657171
slopes,9,7,6.165500004657171
92,9,7,6.165500004657171
sizes,9,7,6.165500004657171
discontinuities,9,7,6.165500004657171
contours,9,7,6.165500004657171
orbital,9,7,6.165500004657171
discrepancies,9,7,6.165500004657171
continuation,9,7,6.165500004657171
lagrangian,9,7,6.165500004657171
progressively,8,7,6.165500004657171
trend,8,7,6.165500004657171
spacing,8,7,6.165500004657171
outboard,8,7,6.165500004657171
inside,8,7,6.165500004657171
wherein,8,7,6.165500004657171
statistical,8,7,6.165500004657171
probable,8,7,6.165500004657171
gaseous,8,7,6.165500004657171
operational,8,7,6.165500004657171
propellant,8,7,6.165500004657171
conformal,8,7,6.165500004657171
exception,8,7,6.165500004657171
drop,8,7,6.165500004657171
causing,8,7,6.165500004657171
approaching,8,7,6.165500004657171
53,8,7,6.165500004657171
scheme,8,7,6.165500004657171
domain,8,7,6.165500004657171
polynomials,8,7,6.165500004657171
approximating,8,7,6.165500004657171
routine,8,7,6.165500004657171
contraction,8,7,6.165500004657171
requirement,8,7,6.165500004657171
serve,8,7,6.165500004657171
develops,8,7,6.165500004657171
narrow,8,7,6.165500004657171
immediately,8,7,6.165500004657171
row,8,7,6.165500004657171
tn,8,7,6.165500004657171
nonlifting,8,7,6.165500004657171
manned,8,7,6.165500004657171
simplest,8,7,6.165500004657171
strongly,8,7,6.165500004657171
remained,8,7,6.165500004657171
converge,7,7,6.165500004657171
lengths,7,7,6.165500004657171
figures,7,7,6.165500004657171
familiar,7,7,6.165500004657171
simplifications,7,7,6.165500004657171
ultimately,7,7,6.165500004657171
modern,7,7,6.165500004657171
laterally,7,7,6.165500004657171
euler,7,7,6.165500004657171
calculus,7,7,6.165500004657171
topics,7,7,6.165500004657171
rings,7,7,6.165500004657171
necessity,7,7,6.165500004657171
justified,7,7,6.165500004657171
inclusion,7,7,6.165500004657171
introduces,7,7,6.165500004657171
120,7,7,6.165500004657171
clear,7,7,6.165500004657171
concludes,7,7,6.165500004657171
ritz,7,7,6.165500004657171
university,7,7,6.165500004657171
merits,7,7,6.165500004657171
62,7,7,6.165500004657171
commonly,7,7,6.165500004657171
adopted,7,7,6.165500004657171
1956,7,7,6.165500004657171
indication,7,7,6.165500004657171
definite,7,7,6.165500004657171
corners,7,7,6.165500004657171
respects,7,7,6.165500004657171
implications,7,7,6.165500004657171
among,7,7,6.165500004657171
performing,7,7,6.165500004657171
expressing,7,7,6.165500004657171
inches,7,7,6.165500004657171
19,7,7,6.165500004657171
brought,7,7,6.165500004657171
contain,7,7,6.165500004657171
karman's,7,7,6.165500004657171
relates,7,7,6.165500004657171
origin,7,7,6.165500004657171
interactions,7,7,6.165500004657171
implicit,7,7,6.165500004657171
technology,7,7,6.165500004657171
remarks,7,7,6.165500004657171
reasons,7,7,6.165500004657171
felt,7,7,6.165500004657171
assessed,7,7,6.165500004657171
unaffected,7,7,6.165500004657171
exterior,7,7,6.165500004657171
advanced,7,7,6.165500004657171
passing,7,7,6.165500004657171
illustrates,7,7,6.165500004657171
neighborhood,7,7,6.165500004657171
initiated,7,7,6.165500004657171
doubt,7,7,6.165500004657171
picture,7,7,6.165500004657171
explanation,7,7,6.165500004657171
perhaps,7,7,6.165500004657171
suddenly,7,7,6.165500004657171
reversed,7,7,6.165500004657171
percentage,7,7,6.165500004657171
disagreement,7,7,6.165500004657171
lies,7,7,6.165500004657171
underlying,7,7,6.165500004657171
directions,7,7,6.165500004657171
difficulty,7,7,6.165500004657171
comparatively,7,7,6.165500004657171
carry,7,7,6.165500004657171
reviewer,7,7,6.165500004657171
extends,7,7,6.165500004657171
intense,7,7,6.165500004657171
dealt,7,7,6.165500004657171
susceptible,7,7,6.165500004657171
iii,7,7,6.165500004657171
freon,24,6,6.299031397281694
solar,22,6,6.299031397281694
flare,21,6,6.299031397281694
eccentricity,16,6,6.299031397281694
propulsive,15,6,6.299031397281694
sting,14,6,6.299031397281694
forced,14,6,6.299031397281694
reservoir,13,6,6.299031397281694
tollmien,12,6,6.299031397281694
hinge,12,6,6.299031397281694
faces,11,6,6.299031397281694
bound,11,6,6.299031397281694
pipe,11,6,6.299031397281694
glide,11,6,6.299031397281694
fin,11,6,6.299031397281694
plots,10,6,6.299031397281694
rockets,10,6,6.299031397281694
ion,10,6,6.299031397281694
melting,10,6,6.299031397281694
corrugated,9,6,6.299031397281694
matrices,9,6,6.299031397281694
bond,9,6,6.299031397281694
44,9,6,6.299031397281694
climb,9,6,6.299031397281694
article,9,6,6.299031397281694
diverging,9,6,6.299031397281694
39,9,6,6.299031397281694
perturbations,9,6,6.299031397281694
inversion,9,6,6.299031397281694
satisfy,9,6,6.299031397281694
normally,9,6,6.299031397281694
li,9,6,6.299031397281694
attachment,9,6,6.299031397281694
pounds,8,6,6.299031397281694
btu,8,6,6.299031397281694
avoid,8,6,6.299031397281694
driven,8,6,6.299031397281694
absorption,8,6,6.299031397281694
diatomic,8,6,6.299031397281694
miles,8,6,6.299031397281694
edged,8,6,6.299031397281694
restrained,8,6,6.299031397281694
joint,8,6,6.299031397281694
choking,8,6,6.299031397281694
supply,8,6,6.299031397281694
ionosphere,8,6,6.299031397281694
farther,8,6,6.299031397281694
transformations,8,6,6.299031397281694
rows,8,6,6.299031397281694
generalization,8,6,6.299031397281694
rolled,8,6,6.299031397281694
02,8,6,6.299031397281694
trim,8,6,6.299031397281694
comparative,7,6,6.299031397281694
originating,7,6,6.299031397281694
exponent,7,6,6.299031397281694
exhibit,7,6,6.299031397281694
vanish,7,6,6.299031397281694
versus,7,6,6.299031397281694
successively,7,6,6.299031397281694
correlating,7,6,6.299031397281694
refinement,7,6,6.299031397281694
issuing,7,6,6.299031397281694
reacting,7,6,6.299031397281694
aeronautics,7,6,6.299031397281694
geometrically,7,6,6.299031397281694
bearing,7,6,6.299031397281694
achieving,7,6,6.299031397281694
indicating,7,6,6.299031397281694
situations,7,6,6.299031397281694
outward,7,6,6.299031397281694
busemann,7,6,6.299031397281694
converging,7,6,6.299031397281694
group,7,6,6.299031397281694
wavelength,7,6,6.299031397281694
designing,7,6,6.299031397281694
refined,7,6,6.299031397281694
excess,7,6,6.299031397281694
inclination,7,6,6.299031397281694
concerns,7,6,6.299031397281694
film,7,6,6.299031397281694
mechanisms,7,6,6.299031397281694
pairs,7,6,6.299031397281694
kutta,7,6,6.299031397281694
circle,7,6,6.299031397281694
mapping,7,6,6.299031397281694
jones,7,6,6.299031397281694
measuring,7,6,6.299031397281694
carbon,7,6,6.299031397281694
pass,7,6,6.299031397281694
sub,7,6,6.299031397281694
extrapolated,7,6,6.299031397281694
skan,7,6,6.299031397281694
output,7,6,6.299031397281694
regard,7,6,6.299031397281694
atomic,7,6,6.299031397281694
quadrature,7,6,6.299031397281694
cycles,7,6,6.299031397281694
us,7,6,6.299031397281694
seem,7,6,6.299031397281694
behaves,7,6,6.299031397281694
universal,7,6,6.299031397281694
instrumentation,7,6,6.299031397281694
seven,7,6,6.299031397281694
minutes,7,6,6.299031397281694
thought,7,6,6.299031397281694
everywhere,7,6,6.299031397281694
traced,6,6,6.299031397281694
transmission,6,6,6.299031397281694
accepted,6,6,6.299031397281694
computational,6,6,6.299031397281694
meyer,6,6,6.299031397281694
rational,6,6,6.299031397281694
play,6,6,6.299031397281694
objective,6,6,6.299031397281694
prove,6,6,6.299031397281694
sheets,6,6,6.299031397281694
fails,6,6,6.299031397281694
quantitatively,6,6,6.299031397281694
eight,6,6,6.299031397281694
perfectly,6,6,6.299031397281694
nonconducting,6,6,6.299031397281694
leaving,6,6,6.299031397281694
evaluating,6,6,6.299031397281694
proportions,6,6,6.299031397281694
neglect,6,6,6.299031397281694
scatter,6,6,6.299031397281694
36,6,6,6.299031397281694
67,6,6,6.299031397281694
comments,6,6,6.299031397281694
nor,6,6,6.299031397281694
obvious,6,6,6.299031397281694
minimizing,6,6,6.299031397281694
plus,6,6,6.299031397281694
findings,6,6,6.299031397281694
irrotational,6,6,6.299031397281694
inversely,6,6,6.299031397281694
accordance,6,6,6.299031397281694
preceding,6,6,6.299031397281694
striking,6,6,6.299031397281694
dyke,6,6,6.299031397281694
increasingly,6,6,6.299031397281694
nonsteady,6,6,6.299031397281694
reaches,6,6,6.299031397281694
attempts,6,6,6.299031397281694
flowing,6,6,6.299031397281694
rev,6,6,6.299031397281694
simplify,6,6,6.299031397281694
offers,6,6,6.299031397281694
ideas,6,6,6.299031397281694
adapted,6,6,6.299031397281694
superposition,6,6,6.299031397281694
specifically,6,6,6.299031397281694
singular,6,6,6.299031397281694
record,6,6,6.299031397281694
rubesin,6,6,6.299031397281694
tools,6,6,6.299031397281694
intersection,6,6,6.299031397281694
diagram,6,6,6.299031397281694
california,6,6,6.299031397281694
bring,6,6,6.299031397281694
pictures,6,6,6.299031397281694
consistently,6,6,6.299031397281694
consequence,6,6,6.299031397281694
deal,6,6,6.299031397281694
orientation,6,6,6.299031397281694
extensively,6,6,6.299031397281694
lewis,6,6,6.299031397281694
broad,6,6,6.299031397281694
simulating,6,6,6.299031397281694
influenced,6,6,6.299031397281694
respective,6,6,6.299031397281694
350,6,6,6.299031397281694
interpolation,6,6,6.299031397281694
cantilevered,6,6,6.299031397281694
pertaining,6,6,6.299031397281694
semispan,6,6,6.299031397281694
elsewhere,6,6,6.299031397281694
already,6,6,6.299031397281694
aim,6,6,6.299031397281694
extensions,6,6,6.299031397281694
excessive,6,6,6.299031397281694
workers,6,6,6.299031397281694
correlate,6,6,6.299031397281694
slabs,6,6,6.299031397281694
accounts,6,6,6.299031397281694
bulk,6,6,6.299031397281694
correctly,6,6,6.299031397281694
compares,6,6,6.299031397281694
thermally,6,6,6.299031397281694
identified,6,6,6.299031397281694
corridor,19,5,6.453182077108952
flame,16,5,6.453182077108952
products,15,5,6.453182077108952
trail,15,5,6.453182077108952
kernel,15,5,6.453182077108952
fins,13,5,6.453182077108952
holes,13,5,6.453182077108952
indicial,13,5,6.453182077108952
oval,12,5,6.453182077108952
